archive,archive_type,annotation_source,task_path,raw_task_name,media_name,canonical_task_id,participant_id,participant_number,camera_view,subset,task_status,job_statuses,start_frame,stop_frame,frame_count,width,height,media_size_bytes,declared_label_count,tag_count,standalone_shape_count,track_count,track_keyframe_count,rotated_keyframe_count,outside_keyframe_count,tag_labels,track_labels,shape_types,event_frames,schema_fingerprint
kartheepan/P05_LS.zip,task_backup,kartheepan,.,P05_LS,P05_LS.MOV,P05_LS,P05,5,LS,Train,annotation,annotation,0,693,694,1920,1080,43801012,14,8,0,7,163,128,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,"Gel applied=223,261;both_paddle_buttons_pressed=563;first_paddle_taken=400;paddles_firmly_on_chest=540;paddles_removed_after_shock=602;second_paddle_taken=498;shock_delivered_on_screen=577",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P05_T.zip,task_backup,kartheepan,.,P05_T,P05_T.MOV,P05_T,P05,5,T,Train,annotation,annotation,0,660,661,1920,1080,24135186,14,7,0,7,127,8,4,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,Gel applied=176;both_paddle_buttons_pressed=513;first_paddle_taken=349;paddles_firmly_on_chest=493;paddles_removed_after_shock=557;second_paddle_taken=452;shock_delivered_on_screen=531,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P06_LL.zip,task_backup,kartheepan,.,P06_LL,P06_LL.MP4,P06_LL,P06,6,LL,,annotation,annotation,0,660,661,,,39776539,14,5,0,5,144,0,2,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,rectangle,Gel applied=185;both_paddle_buttons_pressed=440;first_paddle_taken=314;paddles_removed_after_shock=544;second_paddle_taken=383,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P06_LS.zip,task_backup,kartheepan,.,P06_LS,P06_LS.MOV,P06_LS,P06,6,LS,,annotation,annotation,0,802,803,1920,1080,51786235,14,8,0,6,165,0,2,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,rectangle,"Gel applied=226,259,260;both_paddle_buttons_pressed=656;first_paddle_taken=452;paddles_firmly_on_chest=550;paddles_removed_after_shock=691;second_paddle_taken=526",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P06_T.zip,task_backup,kartheepan,.,P06_T,P06_T.MOV,P06_T,P06,6,T,Train,annotation,annotation,0,749,750,1920,1080,27310146,14,5,0,6,125,5,3,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;sternal_placement_zone,rectangle,Gel applied=178;first_paddle_taken=394;paddles_firmly_on_chest=543;paddles_removed_after_shock=647;second_paddle_taken=478,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P07_LL.zip,task_backup,kartheepan,.,P07_LL,P07_LL.MP4,P07_LL,P07,7,LL,Train,annotation,annotation,0,588,589,,,35482059,14,5,0,6,141,85,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,rectangle,Gel applied=234;both_paddle_buttons_pressed=513;first_paddle_taken=350;paddles_firmly_on_chest=512;paddles_removed_after_shock=541,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P07_LS.zip,task_backup,kartheepan,.,P07_LS,P07_LS.MOV,P07_LS,P07,7,LS,Train,annotation,annotation,0,761,762,1920,1080,48591493,14,8,0,8,143,109,4,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,"Gel applied=259,303;both_paddle_buttons_pressed=639;first_paddle_taken=472;paddles_firmly_on_chest=629;paddles_removed_after_shock=684;second_paddle_taken=553;shock_delivered_on_screen=649",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P07_T.zip,task_backup,kartheepan,.,P07_T,P07_T.MOV,P07_T,P07,7,T,Train,annotation,annotation,0,715,716,1920,1080,25953606,14,8,0,7,133,19,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,"Gel applied=197,250;both_paddle_buttons_pressed=573;first_paddle_taken=409;paddles_firmly_on_chest=535;paddles_removed_after_shock=625;second_paddle_taken=493;shock_delivered_on_screen=588",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P12_LL.zip,task_backup,kartheepan,.,P12_LL,P12_LL.MP4,P12_LL,P12,12,LL,Train,annotation,annotation,0,422,423,,,25516266,14,3,0,5,129,104,2,first_paddle_taken;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,rectangle,first_paddle_taken=176;paddles_removed_after_shock=343;second_paddle_taken=250,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P12_LS.zip,task_backup,kartheepan,.,P12_LS,P12_LS.MOV,P12_LS,P12,12,LS,Train,annotation,annotation,0,514,515,1920,1080,33222189,14,8,0,7,121,106,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,"Gel applied=164,179;both_paddle_buttons_pressed=389;first_paddle_taken=280;paddles_firmly_on_chest=363;paddles_removed_after_shock=445;second_paddle_taken=352;shock_delivered_on_screen=407",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P12_T.zip,task_backup,kartheepan,.,P12_T,P12_T.mov,P12_T,P12,12,T,Train,annotation,annotation,0,491,492,1920,1080,5603202,14,6,0,7,109,47,3,both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,both_paddle_buttons_pressed=351;first_paddle_taken=234;paddles_firmly_on_chest=336;paddles_removed_after_shock=405;second_paddle_taken=312;shock_delivered_on_screen=367,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P13_LL.zip,task_backup,kartheepan,.,P13_LL,P13_LL.MP4,P13_LL,P13,13,LL,Train,annotation,annotation,0,400,401,,,24271972,14,4,0,5,110,41,2,Gel applied;first_paddle_taken;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,rectangle,Gel applied=141;first_paddle_taken=190;paddles_removed_after_shock=333;second_paddle_taken=260,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P13_LS.zip,task_backup,kartheepan,.,P13_LS,P13_LS.MOV,P13_LS,P13,13,LS,Train,annotation,annotation,0,503,504,1920,1080,31653058,14,8,0,7,134,14,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,"Gel applied=170,199;both_paddle_buttons_pressed=400;first_paddle_taken=301;paddles_firmly_on_chest=399;paddles_removed_after_shock=426;second_paddle_taken=362;shock_delivered_on_screen=402",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P13_T.zip,task_backup,kartheepan,.,P13_T,P13_T.mov,P13_T,P13,13,T,,annotation,annotation,0,509,510,1920,1080,6025224,14,7,0,7,129,70,4,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,Gel applied=141;both_paddle_buttons_pressed=370;first_paddle_taken=264;paddles_firmly_on_chest=369;paddles_removed_after_shock=398;second_paddle_taken=332;shock_delivered_on_screen=373,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P14_LL.zip,task_backup,kartheepan,.,P14_LL,P14_LL.MP4,P14_LL,P14,14,LL,Train,annotation,annotation,0,433,434,,,26253160,14,4,0,6,132,0,5,first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,rectangle,first_paddle_taken=237;paddles_firmly_on_chest=303;paddles_removed_after_shock=372;second_paddle_taken=238,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P14_LS.zip,task_backup,kartheepan,.,P14_LS,P14_LS.MOV,P14_LS,P14,14,LS,Train,annotation,annotation,0,564,565,1920,1080,36997316,14,8,0,7,155,18,3,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,"Gel applied=186,211;both_paddle_buttons_pressed=433;first_paddle_taken=330;paddles_firmly_on_chest=432;paddles_removed_after_shock=466;second_paddle_taken=335;shock_delivered_on_screen=434",Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P14_T.zip,task_backup,kartheepan,.,P14_T,P14_T.mov,P14_T,P14,14,T,Train,annotation,annotation,0,528,529,1920,1080,5743989,14,7,0,7,129,72,4,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,Gel applied=143;both_paddle_buttons_pressed=385;first_paddle_taken=296;paddles_firmly_on_chest=383;paddles_removed_after_shock=420;second_paddle_taken=298;shock_delivered_on_screen=388,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P15_LL.zip,task_backup,kartheepan,.,P15_LL,P15_LL.MP4,P15_LL,P15,15,LL,Train,annotation,annotation,0,571,572,,,34411272,14,4,0,5,158,0,2,Gel applied;first_paddle_taken;paddles_removed_after_shock;second_paddle_taken,apical_placement_zone;learner_hand;paddle_apical;paddle_sternal,rectangle,Gel applied=177;first_paddle_taken=232;paddles_removed_after_shock=490;second_paddle_taken=365,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P15_LS.zip,task_backup,kartheepan,.,P15_LS,P15_LS.MOV,P15_LS,P15,15,LS,Train,annotation,annotation,0,708,709,1920,1080,46500135,14,7,0,7,204,6,4,Gel applied;both_paddle_buttons_pressed;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,Gel applied=236;both_paddle_buttons_pressed=604;first_paddle_taken=341;paddles_firmly_on_chest=582;paddles_removed_after_shock=627;second_paddle_taken=555;shock_delivered_on_screen=604,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
kartheepan/P15_T.zip,task_backup,kartheepan,.,P15_T,P15_T.mov,P15_T,P15,15,T,Train,annotation,annotation,0,677,678,1920,1080,7567019,14,6,0,7,111,42,3,Gel applied;first_paddle_taken;paddles_firmly_on_chest;paddles_removed_after_shock;second_paddle_taken;shock_delivered_on_screen,apical_placement_zone;defibrillator_screen;learner_hand;paddle_apical;paddle_sternal;shock_symbol;sternal_placement_zone,rectangle,Gel applied=188;first_paddle_taken=388;paddles_firmly_on_chest=551;paddles_removed_after_shock=580;second_paddle_taken=509;shock_delivered_on_screen=553,Gel applied:tag|apical_placement_zone:any|both_paddle_buttons_pressed:tag|defibrillator_screen:any|first_paddle_taken:tag|learner_hand:any|paddle_apical:any|paddle_sternal:any|paddles_firmly_on_chest:tag|paddles_removed_after_shock:tag|second_paddle_taken:tag|shock_delivered_on_screen:tag|shock_symbol:any|sternal_placement_zone:any
